"activity" "subject" "measurement" "average"
"walkingdownstairs" 20 "timeBodyGyroscopeJerkMeanZ" -0.061531283
"walkingdownstairs" 20 "timeBodyGyroscopeJerkStandardDeviationX" -0.249235098988889
"walkingdownstairs" 20 "timeBodyGyroscopeJerkStandardDeviationY" -0.334568787888889
"walkingdownstairs" 20 "timeBodyGyroscopeJerkStandardDeviationZ" 0.00307854550222222
"walkingdownstairs" 20 "timeBodyGyroscopeMagnitudeMean" 0.0938419436933333
"walkingdownstairs" 20 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.0305762438706667
"walkingdownstairs" 20 "timeBodyGyroscopeMeanX" -0.111367747557778
"walkingdownstairs" 20 "timeBodyGyroscopeMeanY" 0.0139023395111111
"walkingdownstairs" 20 "timeBodyGyroscopeMeanZ" 0.103900480541333
"walkingdownstairs" 20 "timeBodyGyroscopeStandardDeviationX" -0.204939567711111
"walkingdownstairs" 20 "timeBodyGyroscopeStandardDeviationY" -0.146794177311111
"walkingdownstairs" 20 "timeBodyGyroscopeStandardDeviationZ" 0.159723529622222
"walkingdownstairs" 20 "timeGravityAccelerationMagnitudeMean" 0.221851587933333
"walkingdownstairs" 20 "timeGravityAccelerationMagnitudeStandardDeviation" 0.172636361444444
"walkingdownstairs" 20 "timeGravityAccelerationMeanX" 0.91972663
"walkingdownstairs" 20 "timeGravityAccelerationMeanY" -0.277419718666667
"walkingdownstairs" 20 "timeGravityAccelerationMeanZ" -0.0282591579777778
"walkingdownstairs" 20 "timeGravityAccelerationStandardDeviationX" -0.940458075111111
"walkingdownstairs" 20 "timeGravityAccelerationStandardDeviationY" -0.908577153777778
"walkingdownstairs" 20 "timeGravityAccelerationStandardDeviationZ" -0.919693532888889
"walkingdownstairs" 21 "frequencyBodyAccelerationJerkMeanX" -0.0377894711288889
"walkingdownstairs" 21 "frequencyBodyAccelerationJerkMeanY" -0.107306347733333
"walkingdownstairs" 21 "frequencyBodyAccelerationJerkMeanZ" -0.196838264546667
"walkingdownstairs" 21 "frequencyBodyAccelerationJerkStandardDeviationX" -0.0463867896444444
"walkingdownstairs" 21 "frequencyBodyAccelerationJerkStandardDeviationY" -0.113161860322222
"walkingdownstairs" 21 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.293237567085333
"walkingdownstairs" 21 "frequencyBodyAccelerationMagnitudeMean" 0.239895893822222
"walkingdownstairs" 21 "frequencyBodyAccelerationMagnitudeStandardDeviation" 0.0791271386644444
"walkingdownstairs" 21 "frequencyBodyAccelerationMeanX" 0.104323529982222
"walkingdownstairs" 21 "frequencyBodyAccelerationMeanY" 0.181138042506667
"walkingdownstairs" 21 "frequencyBodyAccelerationMeanZ" -0.0769713066866667
"walkingdownstairs" 21 "frequencyBodyAccelerationStandardDeviationX" 0.266987750733333
"walkingdownstairs" 21 "frequencyBodyAccelerationStandardDeviationY" 0.277894323022222
"walkingdownstairs" 21 "frequencyBodyAccelerationStandardDeviationZ" -0.145081705591111
"walkingdownstairs" 21 "frequencyBodyBodyAccelerationJerkMagnitudeMean" 0.112442619741778
"walkingdownstairs" 21 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" 0.06320531452
"walkingdownstairs" 21 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.490804948444444
"walkingdownstairs" 21 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.571666834444444
"walkingdownstairs" 21 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.406392284444444
"walkingdownstairs" 21 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.484489974222222
"walkingdownstairs" 21 "frequencyBodyGyroscopeMeanX" -0.366748752888889
"walkingdownstairs" 21 "frequencyBodyGyroscopeMeanY" -0.308879866288889
"walkingdownstairs" 21 "frequencyBodyGyroscopeMeanZ" -0.238221682666667
"walkingdownstairs" 21 "frequencyBodyGyroscopeStandardDeviationX" -0.469790144111111
"walkingdownstairs" 21 "frequencyBodyGyroscopeStandardDeviationY" -0.388418746666667
"walkingdownstairs" 21 "frequencyBodyGyroscopeStandardDeviationZ" -0.450772139111111
"walkingdownstairs" 21 "timeBodyAccelerationJerkMagnitudeMean" -0.0802241799933333
"walkingdownstairs" 21 "timeBodyAccelerationJerkMagnitudeStandardDeviation" 0.0952339404955556
"walkingdownstairs" 21 "timeBodyAccelerationJerkMeanX" 0.0901452883333333
"walkingdownstairs" 21 "timeBodyAccelerationJerkMeanY" -0.0213998492444444
"walkingdownstairs" 21 "timeBodyAccelerationJerkMeanZ" -0.0125551085533333
"walkingdownstairs" 21 "timeBodyAccelerationJerkStandardDeviationX" 0.00214655719111111
"walkingdownstairs" 21 "timeBodyAccelerationJerkStandardDeviationY" -0.0796009757622222
"walkingdownstairs" 21 "timeBodyAccelerationJerkStandardDeviationZ" -0.246061882112444
"walkingdownstairs" 21 "timeBodyAccelerationMagnitudeMean" 0.245771699004444
"walkingdownstairs" 21 "timeBodyAccelerationMagnitudeStandardDeviation" 0.264341903711111
"walkingdownstairs" 21 "timeBodyAccelerationMeanX" 0.3014610196
"walkingdownstairs" 21 "timeBodyAccelerationMeanY" -0.0173195390157778
"walkingdownstairs" 21 "timeBodyAccelerationMeanZ" -0.09816866218
"walkingdownstairs" 21 "timeBodyAccelerationStandardDeviationX" 0.224343492244444
"walkingdownstairs" 21 "timeBodyAccelerationStandardDeviationY" 0.301336399711111
"walkingdownstairs" 21 "timeBodyAccelerationStandardDeviationZ" -0.0717893558666667
"walkingdownstairs" 21 "timeBodyGyroscopeJerkMagnitudeMean" -0.452828682444444
"walkingdownstairs" 21 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.509130858444444
"walkingdownstairs" 21 "timeBodyGyroscopeJerkMeanX" -0.0726461849022222
"walkingdownstairs" 21 "timeBodyGyroscopeJerkMeanY" -0.07359521674
"walkingdownstairs" 21 "timeBodyGyroscopeJerkMeanZ" -0.0788436473888889
"walkingdownstairs" 21 "timeBodyGyroscopeJerkStandardDeviationX" -0.549648320222222
"walkingdownstairs" 21 "timeBodyGyroscopeJerkStandardDeviationY" -0.442426840888889
"walkingdownstairs" 21 "timeBodyGyroscopeJerkStandardDeviationZ" -0.428337693333333
"walkingdownstairs" 21 "timeBodyGyroscopeMagnitudeMean" -0.184850019535556
"walkingdownstairs" 21 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.388420328666667
"walkingdownstairs" 21 "timeBodyGyroscopeMeanX" -0.126388023595556
"walkingdownstairs" 21 "timeBodyGyroscopeMeanY" 0.0162145300888889
"walkingdownstairs" 21 "timeBodyGyroscopeMeanZ" 0.148610020955556
"walkingdownstairs" 21 "timeBodyGyroscopeStandardDeviationX" -0.442148617666667
"walkingdownstairs" 21 "timeBodyGyroscopeStandardDeviationY" -0.353733478222222
"walkingdownstairs" 21 "timeBodyGyroscopeStandardDeviationZ" -0.349759493777778
"walkingdownstairs" 21 "timeGravityAccelerationMagnitudeMean" 0.245771699004444
"walkingdownstairs" 21 "timeGravityAccelerationMagnitudeStandardDeviation" 0.264341903711111
"walkingdownstairs" 21 "timeGravityAccelerationMeanX" 0.872683205555556
"walkingdownstairs" 21 "timeGravityAccelerationMeanY" -0.356673289555556
"walkingdownstairs" 21 "timeGravityAccelerationMeanZ" -0.187870253333333
"walkingdownstairs" 21 "timeGravityAccelerationStandardDeviationX" -0.940194827777778
"walkingdownstairs" 21 "timeGravityAccelerationStandardDeviationY" -0.940111830666667
"walkingdownstairs" 21 "timeGravityAccelerationStandardDeviationZ" -0.916324556888889
"walkingdownstairs" 22 "frequencyBodyAccelerationJerkMeanX" 0.0383364203555556
"walkingdownstairs" 22 "frequencyBodyAccelerationJerkMeanY" -0.00309155313333333
"walkingdownstairs" 22 "frequencyBodyAccelerationJerkMeanZ" -0.419534253611111
"walkingdownstairs" 22 "frequencyBodyAccelerationJerkStandardDeviationX" 0.0404618458027778
"walkingdownstairs" 22 "frequencyBodyAccelerationJerkStandardDeviationY" -0.0270294444166667
"walkingdownstairs" 22 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.535893778333333
"walkingdownstairs" 22 "frequencyBodyAccelerationMagnitudeMean" 0.155526858911111
"walkingdownstairs" 22 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.0575202606055556
"walkingdownstairs" 22 "frequencyBodyAccelerationMeanX" 0.195348406222222
"walkingdownstairs" 22 "frequencyBodyAccelerationMeanY" 0.225766560777778
"walkingdownstairs" 22 "frequencyBodyAccelerationMeanZ" -0.322795653888889
"walkingdownstairs" 22 "frequencyBodyAccelerationStandardDeviationX" 0.402891960277778
"walkingdownstairs" 22 "frequencyBodyAccelerationStandardDeviationY" 0.167409716861111
"walkingdownstairs" 22 "frequencyBodyAccelerationStandardDeviationZ" -0.383242679444444
"walkingdownstairs" 22 "frequencyBodyBodyAccelerationJerkMagnitudeMean" 0.0224783539805556
"walkingdownstairs" 22 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.118530349166667
"walkingdownstairs" 22 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.583510518055556
"walkingdownstairs" 22 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.697451438611111
"walkingdownstairs" 22 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.338417326388889
"walkingdownstairs" 22 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.341863671805556
"walkingdownstairs" 22 "frequencyBodyGyroscopeMeanX" -0.0954349339722222
"walkingdownstairs" 22 "frequencyBodyGyroscopeMeanY" -0.525006840277778
"walkingdownstairs" 22 "frequencyBodyGyroscopeMeanZ" -0.194915698805556
"walkingdownstairs" 22 "frequencyBodyGyroscopeStandardDeviationX" -0.284532358444444
"walkingdownstairs" 22 "frequencyBodyGyroscopeStandardDeviationY" -0.570339899444444
"walkingdownstairs" 22 "frequencyBodyGyroscopeStandardDeviationZ" -0.377319033611111
"walkingdownstairs" 22 "timeBodyAccelerationJerkMagnitudeMean" -0.0179784626888889
"walkingdownstairs" 22 "timeBodyAccelerationJerkMagnitudeStandardDeviation" -0.0337640982530556
"walkingdownstairs" 22 "timeBodyAccelerationJerkMeanX" 0.101584640833333
"walkingdownstairs" 22 "timeBodyAccelerationJerkMeanY" 0.0211126110833333
"walkingdownstairs" 22 "timeBodyAccelerationJerkMeanZ" 0.0112499015
"walkingdownstairs" 22 "timeBodyAccelerationJerkStandardDeviationX" 0.0869139849722222
"walkingdownstairs" 22 "timeBodyAccelerationJerkStandardDeviationY" 0.0198613278611111
"walkingdownstairs" 22 "timeBodyAccelerationJerkStandardDeviationZ" -0.477806646111111
"walkingdownstairs" 22 "timeBodyAccelerationMagnitudeMean" 0.330999221944444
"walkingdownstairs" 22 "timeBodyAccelerationMagnitudeStandardDeviation" 0.133267478527222
"walkingdownstairs" 22 "timeBodyAccelerationMeanX" 0.284458963861111
"walkingdownstairs" 22 "timeBodyAccelerationMeanY" -0.0197999371686389
"walkingdownstairs" 22 "timeBodyAccelerationMeanZ" -0.1074157796
"walkingdownstairs" 22 "timeBodyAccelerationStandardDeviationX" 0.348618168333333
"walkingdownstairs" 22 "timeBodyAccelerationStandardDeviationY" 0.239812250944444
"walkingdownstairs" 22 "timeBodyAccelerationStandardDeviationZ" -0.325722718055556
"walkingdownstairs" 22 "timeBodyGyroscopeJerkMagnitudeMean" -0.459579670833333
"walkingdownstairs" 22 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.617659355833333
"walkingdownstairs" 22 "timeBodyGyroscopeJerkMeanX" -0.0901744530194444
"walkingdownstairs" 22 "timeBodyGyroscopeJerkMeanY" -0.0355171408083333
"walkingdownstairs" 22 "timeBodyGyroscopeJerkMeanZ" -0.0481460161016667
"walkingdownstairs" 22 "timeBodyGyroscopeJerkStandardDeviationX" -0.264848047888889
"walkingdownstairs" 22 "timeBodyGyroscopeJerkStandardDeviationY" -0.640280071388889
"walkingdownstairs" 22 "timeBodyGyroscopeJerkStandardDeviationZ" -0.358762129444444
"walkingdownstairs" 22 "timeBodyGyroscopeMagnitudeMean" -0.161333309783333
"walkingdownstairs" 22 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.263921983758333
"walkingdownstairs" 22 "timeBodyGyroscopeMeanX" -0.0779611213138889
"walkingdownstairs" 22 "timeBodyGyroscopeMeanY" -0.0697154455833333
"walkingdownstairs" 22 "timeBodyGyroscopeMeanZ" 0.0500708760555556
"walkingdownstairs" 22 "timeBodyGyroscopeStandardDeviationX" -0.237349190997222
"walkingdownstairs" 22 "timeBodyGyroscopeStandardDeviationY" -0.550303216666667
"walkingdownstairs" 22 "timeBodyGyroscopeStandardDeviationZ" -0.280417950555556
"walkingdownstairs" 22 "timeGravityAccelerationMagnitudeMean" 0.330999221944444
"walkingdownstairs" 22 "timeGravityAccelerationMagnitudeStandardDeviation" 0.133267478527222
"walkingdownstairs" 22 "timeGravityAccelerationMeanX" 0.921820641944444
"walkingdownstairs" 22 "timeGravityAccelerationMeanY" -0.222215179444444
"walkingdownstairs" 22 "timeGravityAccelerationMeanZ" 0.0412987957222222
"walkingdownstairs" 22 "timeGravityAccelerationStandardDeviationX" -0.941242334722222
"walkingdownstairs" 22 "timeGravityAccelerationStandardDeviationY" -0.945824352777778
"walkingdownstairs" 22 "timeGravityAccelerationStandardDeviationZ" -0.906594023333333
"walkingdownstairs" 23 "frequencyBodyAccelerationJerkMeanX" 0.201542909494444
"walkingdownstairs" 23 "frequencyBodyAccelerationJerkMeanY" -0.0724504562777778
"walkingdownstairs" 23 "frequencyBodyAccelerationJerkMeanZ" 0.157775692377778
"walkingdownstairs" 23 "frequencyBodyAccelerationJerkStandardDeviationX" 0.0819587190574074
"walkingdownstairs" 23 "frequencyBodyAccelerationJerkStandardDeviationY" -0.177697841296296
"walkingdownstairs" 23 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.09851956305
"walkingdownstairs" 23 "frequencyBodyAccelerationMagnitudeMean" 0.364829993351852
"walkingdownstairs" 23 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.0453930349148148
"walkingdownstairs" 23 "frequencyBodyAccelerationMeanX" 0.205428216353704
"walkingdownstairs" 23 "frequencyBodyAccelerationMeanY" 0.0959432893981482
"walkingdownstairs" 23 "frequencyBodyAccelerationMeanZ" 0.280518877574074
"walkingdownstairs" 23 "frequencyBodyAccelerationStandardDeviationX" -0.0282962478037037
"walkingdownstairs" 23 "frequencyBodyAccelerationStandardDeviationY" 0.0432283686975926
"walkingdownstairs" 23 "frequencyBodyAccelerationStandardDeviationZ" 0.0947940973814815
"walkingdownstairs" 23 "frequencyBodyBodyAccelerationJerkMagnitudeMean" 0.335009724333333
"walkingdownstairs" 23 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" 0.2244805035
"walkingdownstairs" 23 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" 0.0746754643666667
"walkingdownstairs" 23 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.0398573780185185
"walkingdownstairs" 23 "frequencyBodyBodyGyroscopeMagnitudeMean" 0.150825734842593
"walkingdownstairs" 23 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.218930425944444
"walkingdownstairs" 23 "frequencyBodyGyroscopeMeanX" -0.214730713222222
"walkingdownstairs" 23 "frequencyBodyGyroscopeMeanY" 0.328817010088889
"walkingdownstairs" 23 "frequencyBodyGyroscopeMeanZ" -0.141266888477778
"walkingdownstairs" 23 "frequencyBodyGyroscopeStandardDeviationX" -0.482598325037037
"walkingdownstairs" 23 "frequencyBodyGyroscopeStandardDeviationY" 0.12605231802963
"walkingdownstairs" 23 "frequencyBodyGyroscopeStandardDeviationZ" -0.305896699222222
"walkingdownstairs" 23 "timeBodyAccelerationJerkMagnitudeMean" 0.112982475627778
"walkingdownstairs" 23 "timeBodyAccelerationJerkMagnitudeStandardDeviation" 0.292087200087037
"walkingdownstairs" 23 "timeBodyAccelerationJerkMeanX" 0.0578010605648148
"walkingdownstairs" 23 "timeBodyAccelerationJerkMeanY" 0.0375005150740741
"walkingdownstairs" 23 "timeBodyAccelerationJerkMeanZ" -0.000982717101851849
"walkingdownstairs" 23 "timeBodyAccelerationJerkStandardDeviationX" 0.198947061775926
"walkingdownstairs" 23 "timeBodyAccelerationJerkStandardDeviationY" -0.0883301225796296
"walkingdownstairs" 23 "timeBodyAccelerationJerkStandardDeviationZ" 0.0310157077775926
"walkingdownstairs" 23 "timeBodyAccelerationMagnitudeMean" 0.127211137694444
"walkingdownstairs" 23 "timeBodyAccelerationMagnitudeStandardDeviation" 0.230363964351852
"walkingdownstairs" 23 "timeBodyAccelerationMeanX" 0.289897411148148
"walkingdownstairs" 23 "timeBodyAccelerationMeanY" -0.0162111457238889
"walkingdownstairs" 23 "timeBodyAccelerationMeanZ" -0.0988123712574074
"walkingdownstairs" 23 "timeBodyAccelerationStandardDeviationX" 0.0441392843425926
"walkingdownstairs" 23 "timeBodyAccelerationStandardDeviationY" 0.10825903416963
"walkingdownstairs" 23 "timeBodyAccelerationStandardDeviationZ" 0.229898742944444
"walkingdownstairs" 23 "timeBodyGyroscopeJerkMagnitudeMean" -0.0463117766203704
"walkingdownstairs" 23 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" 0.0594908483888889
"walkingdownstairs" 23 "timeBodyGyroscopeJerkMeanX" -0.117725824412963
"walkingdownstairs" 23 "timeBodyGyroscopeJerkMeanY" -0.0352891614740741
"walkingdownstairs" 23 "timeBodyGyroscopeJerkMeanZ" -0.0293255016148148
"walkingdownstairs" 23 "timeBodyGyroscopeJerkStandardDeviationX" -0.32301569962963
"walkingdownstairs" 23 "timeBodyGyroscopeJerkStandardDeviationY" 0.146650121972222
"walkingdownstairs" 23 "timeBodyGyroscopeJerkStandardDeviationZ" -0.36786963962963
"walkingdownstairs" 23 "timeBodyGyroscopeMagnitudeMean" 0.0390915481555556
"walkingdownstairs" 23 "timeBodyGyroscopeMagnitudeStandardDeviation" 0.0539972903222222
"walkingdownstairs" 23 "timeBodyGyroscopeMeanX" -0.0578230190203704
"walkingdownstairs" 23 "timeBodyGyroscopeMeanY" -0.0853077464277778
"walkingdownstairs" 23 "timeBodyGyroscopeMeanZ" 0.0953602497222222
"walkingdownstairs" 23 "timeBodyGyroscopeStandardDeviationX" -0.416133032777778
"walkingdownstairs" 23 "timeBodyGyroscopeStandardDeviationY" 0.213825552277778
"walkingdownstairs" 23 "timeBodyGyroscopeStandardDeviationZ" -0.208702488240741
"walkingdownstairs" 23 "timeGravityAccelerationMagnitudeMean" 0.127211137694444
"walkingdownstairs" 23 "timeGravityAccelerationMagnitudeStandardDeviation" 0.230363964351852
"walkingdownstairs" 23 "timeGravityAccelerationMeanX" 0.923711401296296
"walkingdownstairs" 23 "timeGravityAccelerationMeanY" -0.110028841648148
"walkingdownstairs" 23 "timeGravityAccelerationMeanZ" -0.153671532259259
"walkingdownstairs" 23 "timeGravityAccelerationStandardDeviationX" -0.950790837407407
"walkingdownstairs" 23 "timeGravityAccelerationStandardDeviationY" -0.93901254962963
"walkingdownstairs" 23 "timeGravityAccelerationStandardDeviationZ" -0.905888257592593
"walkingdownstairs" 24 "frequencyBodyAccelerationJerkMeanX" -0.376175794909091
"walkingdownstairs" 24 "frequencyBodyAccelerationJerkMeanY" -0.2258243574
"walkingdownstairs" 24 "frequencyBodyAccelerationJerkMeanZ" -0.250000183381818
"walkingdownstairs" 24 "frequencyBodyAccelerationJerkStandardDeviationX" -0.355930598
"walkingdownstairs" 24 "frequencyBodyAccelerationJerkStandardDeviationY" -0.163626807636364
"walkingdownstairs" 24 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.328569968545455
"walkingdownstairs" 24 "frequencyBodyAccelerationMagnitudeMean" -0.0231701626603636
"walkingdownstairs" 24 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.175291708678182
"walkingdownstairs" 24 "frequencyBodyAccelerationMeanX" -0.222324293454545
"walkingdownstairs" 24 "frequencyBodyAccelerationMeanY" -0.0861829752472727
"walkingdownstairs" 24 "frequencyBodyAccelerationMeanZ" -0.173825083587273
"walkingdownstairs" 24 "frequencyBodyAccelerationStandardDeviationX" -0.0349085946785455
"walkingdownstairs" 24 "frequencyBodyAccelerationStandardDeviationY" -0.169191147529091
"walkingdownstairs" 24 "frequencyBodyAccelerationStandardDeviationZ" -0.291553822381818
"walkingdownstairs" 24 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.200830137109091
"walkingdownstairs" 24 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.0827554911536364
"walkingdownstairs" 24 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.474449925818182
"walkingdownstairs" 24 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.478030486181818
"walkingdownstairs" 24 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.374298686727273
"walkingdownstairs" 24 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.470147270181818
"walkingdownstairs" 24 "frequencyBodyGyroscopeMeanX" -0.272469211854545
"walkingdownstairs" 24 "frequencyBodyGyroscopeMeanY" -0.433475431818182
"walkingdownstairs" 24 "frequencyBodyGyroscopeMeanZ" -0.396286646363636
"walkingdownstairs" 24 "frequencyBodyGyroscopeStandardDeviationX" -0.484894683818182
"walkingdownstairs" 24 "frequencyBodyGyroscopeStandardDeviationY" -0.523412701636364
"walkingdownstairs" 24 "frequencyBodyGyroscopeStandardDeviationZ" -0.573281905454545
"walkingdownstairs" 24 "timeBodyAccelerationJerkMagnitudeMean" -0.263106944836364
"walkingdownstairs" 24 "timeBodyAccelerationJerkMagnitudeStandardDeviation" -0.143501970018182
"walkingdownstairs" 24 "timeBodyAccelerationJerkMeanX" 0.0802619828545455
"walkingdownstairs" 24 "timeBodyAccelerationJerkMeanY" -0.00447316273690909
"walkingdownstairs" 24 "timeBodyAccelerationJerkMeanZ" -0.00846915857363636
"walkingdownstairs" 24 "timeBodyAccelerationJerkStandardDeviationX" -0.337218894
"walkingdownstairs" 24 "timeBodyAccelerationJerkStandardDeviationY" -0.169291887741818
"walkingdownstairs" 24 "timeBodyAccelerationJerkStandardDeviationZ" -0.290239376563636
"walkingdownstairs" 24 "timeBodyAccelerationMagnitudeMean" -0.0737699163072727
"walkingdownstairs" 24 "timeBodyAccelerationMagnitudeStandardDeviation" -0.0224839122854545
"walkingdownstairs" 24 "timeBodyAccelerationMeanX" 0.288631208909091
"walkingdownstairs" 24 "timeBodyAccelerationMeanY" -0.0145730348310909
"walkingdownstairs" 24 "timeBodyAccelerationMeanZ" -0.104818820272727
"walkingdownstairs" 24 "timeBodyAccelerationStandardDeviationX" -0.08273248054
"walkingdownstairs" 24 "timeBodyAccelerationStandardDeviationY" -0.102607326783636
"walkingdownstairs" 24 "timeBodyAccelerationStandardDeviationZ" -0.205566380745455
"walkingdownstairs" 24 "timeBodyGyroscopeJerkMagnitudeMean" -0.497152238363636
"walkingdownstairs" 24 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.459159852363636
"walkingdownstairs" 24 "timeBodyGyroscopeJerkMeanX" -0.0914145014654545
"walkingdownstairs" 24 "timeBodyGyroscopeJerkMeanY" -0.0291766311418182
"walkingdownstairs" 24 "timeBodyGyroscopeJerkMeanZ" -0.0412055411490909
"walkingdownstairs" 24 "timeBodyGyroscopeJerkStandardDeviationX" -0.358444550225455
"walkingdownstairs" 24 "timeBodyGyroscopeJerkStandardDeviationY" -0.519326735090909
"walkingdownstairs" 24 "timeBodyGyroscopeJerkStandardDeviationZ" -0.478690941272727
"walkingdownstairs" 24 "timeBodyGyroscopeMagnitudeMean" -0.304965806363636
"walkingdownstairs" 24 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.3636948774
"walkingdownstairs" 24 "timeBodyGyroscopeMeanX" -0.0867069010690909
"walkingdownstairs" 24 "timeBodyGyroscopeMeanY" -0.0542300245127273
"walkingdownstairs" 24 "timeBodyGyroscopeMeanZ" 0.111973650603636
"walkingdownstairs" 24 "timeBodyGyroscopeStandardDeviationX" -0.431919067945455
"walkingdownstairs" 24 "timeBodyGyroscopeStandardDeviationY" -0.484673524
"walkingdownstairs" 24 "timeBodyGyroscopeStandardDeviationZ" -0.491077244909091
"walkingdownstairs" 24 "timeGravityAccelerationMagnitudeMean" -0.0737699163072727
"walkingdownstairs" 24 "timeGravityAccelerationMagnitudeStandardDeviation" -0.0224839122854545
"walkingdownstairs" 24 "timeGravityAccelerationMeanX" 0.950883416727273
"walkingdownstairs" 24 "timeGravityAccelerationMeanY" -0.128326710927273
"walkingdownstairs" 24 "timeGravityAccelerationMeanZ" -0.140123155018182
"walkingdownstairs" 24 "timeGravityAccelerationStandardDeviationX" -0.961845327454545
"walkingdownstairs" 24 "timeGravityAccelerationStandardDeviationY" -0.941478979454546
"walkingdownstairs" 24 "timeGravityAccelerationStandardDeviationZ" -0.942207718727273
"walkingdownstairs" 25 "frequencyBodyAccelerationJerkMeanX" -0.525789450689655
"walkingdownstairs" 25 "frequencyBodyAccelerationJerkMeanY" -0.415699643793103
"walkingdownstairs" 25 "frequencyBodyAccelerationJerkMeanZ" -0.686843959310345
"walkingdownstairs" 25 "frequencyBodyAccelerationJerkStandardDeviationX" -0.522153341034483
"walkingdownstairs" 25 "frequencyBodyAccelerationJerkStandardDeviationY" -0.365719830448276
"walkingdownstairs" 25 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.734990064137931
"walkingdownstairs" 25 "frequencyBodyAccelerationMagnitudeMean" -0.288154787517241
"walkingdownstairs" 25 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.359437080103448
"walkingdownstairs" 25 "frequencyBodyAccelerationMeanX" -0.372245192931034
"walkingdownstairs" 25 "frequencyBodyAccelerationMeanY" -0.196381053741379
"walkingdownstairs" 25 "frequencyBodyAccelerationMeanZ" -0.556097089137931
"walkingdownstairs" 25 "frequencyBodyAccelerationStandardDeviationX" -0.213028874331034
"walkingdownstairs" 25 "frequencyBodyAccelerationStandardDeviationY" -0.166842375587931
"walkingdownstairs" 25 "frequencyBodyAccelerationStandardDeviationZ" -0.449465441724138
"walkingdownstairs" 25 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.471642111551724
"walkingdownstairs" 25 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.502224768103448
"walkingdownstairs" 25 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.687034281206897
"walkingdownstairs" 25 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.693032409137931
"walkingdownstairs" 25 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.485763582068966
"walkingdownstairs" 25 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.423707329706897
"walkingdownstairs" 25 "frequencyBodyGyroscopeMeanX" -0.217799723931034
"walkingdownstairs" 25 "frequencyBodyGyroscopeMeanY" -0.632916352241379
"walkingdownstairs" 25 "frequencyBodyGyroscopeMeanZ" -0.410311447586207
"walkingdownstairs" 25 "frequencyBodyGyroscopeStandardDeviationX" -0.316252107741379
"walkingdownstairs" 25 "frequencyBodyGyroscopeStandardDeviationY" -0.470641125
"walkingdownstairs" 25 "frequencyBodyGyroscopeStandardDeviationZ" -0.506738306724138
"walkingdownstairs" 25 "timeBodyAccelerationJerkMagnitudeMean" -0.50048333137931
"walkingdownstairs" 25 "timeBodyAccelerationJerkMagnitudeStandardDeviation" -0.482976929827586
"walkingdownstairs" 25 "timeBodyAccelerationJerkMeanX" 0.110656929396552
"walkingdownstairs" 25 "timeBodyAccelerationJerkMeanY" -0.0195416626931035
"walkingdownstairs" 25 "timeBodyAccelerationJerkMeanZ" -0.0113348791672414
